OrderID,OrderDate,CustomerID,CustomerName,Region,City,Category,Product,Quantity,UnitPrice,Sales,Discount,Profit,PaymentMethod
ORD00211,2024-10-15,CUST1945,Customer_287,Upper Egypt,Assiut,Sports,Football,4,320,1024.0,0.2,208.75,Card
ORD00212,2024-10-23,CUST2196,Customer_24,Delta,Zagazig,Electronics,Tablet,3,1722,5166.0,0.0,1479.81,Card
ORD00213,2024-07-28,CUST3948,Customer_394,Delta,Zagazig,Electronics,Phone,1,1962,1667.7,0.15,180.0,Cash
ORD00214,2024-12-04,CUST9835,Customer_69,Upper Egypt,Sohag,Sports,Bike,4,819,3276.0,0.0,886.76,Online
ORD00215,2025-01-22,CUST1372,Customer_153,Delta,Tanta,Fashion,Watch,5,310,1472.5,0.05,454.57,Card
ORD00216,2024-04-06,CUST2848,Customer_17,Alexandria,Gleem,Sports,Treadmill,2,993,1787.4,0.1,248.06,Online
ORD00217,2024-08-16,CUST1797,Customer_126,Upper Egypt,Luxor,Electronics,Laptop,2,187,374.0,0.0,92.93,Online
ORD00218,2024-05-28,CUST4836,Customer_418,Cairo,Heliopolis,Sports,Treadmill,5,494,2470.0,0.0,333.53,Online
ORD00219,2024-09-23,CUST4621,Customer_212,Alexandria,Gleem,Home,Microwave,3,1844,5255.4,0.05,1820.6,Card
ORD00220,2025-04-27,CUST7244,Customer_403,Delta,Tanta,Fashion,Watch,5,1065,5325.0,0.0,1826.86,Online
ORD00221,2024-10-02,CUST8758,Customer_124,Delta,Zagazig,Sports,Bike,2,664,1128.8,0.15,164.77,Cash
ORD00222,2024-10-12,CUST9683,Customer_69,Delta,Zagazig,Fashion,Watch,1,1201,1020.85,0.15,349.08,Card
ORD00223,2024-02-17,CUST9775,Customer_371,Giza,Dokki,Fashion,Jacket,1,1938,1647.3,0.15,513.6,Cash
ORD00224,2024-10-13,CUST4555,Customer_246,Cairo,Heliopolis,Sports,Football,1,435,348.0,0.2,97.81,Cash
ORD00225,2025-01-21,CUST8846,Customer_469,Delta,Mansoura,Electronics,Laptop,2,1568,3136.0,0.0,899.15,Cash
ORD00226,2024-07-13,CUST8639,Customer_274,Alexandria,Montaza,Fashion,Watch,2,1180,2124.0,0.1,624.2,Online
ORD00227,2025-02-15,CUST8692,Customer_390,Delta,Mansoura,Home,Vacuum,5,1857,7892.25,0.15,1708.68,Card
ORD00228,2024-01-09,CUST5272,Customer_284,Giza,Dokki,Home,Chair,1,1202,1141.9,0.05,325.8,Online
ORD00229,2024-10-18,CUST5026,Customer_256,Alexandria,Montaza,Sports,Dumbbells,2,451,811.8,0.1,127.86,Online
ORD00230,2025-01-03,CUST9954,Customer_251,Delta,Mansoura,Sports,Bike,4,394,1418.4,0.1,201.86,Cash
ORD00231,2024-07-30,CUST3252,Customer_432,Alexandria,Montaza,Electronics,Phone,1,1985,1985.0,0.0,577.8,Online
ORD00232,2024-11-12,CUST8916,Customer_338,Giza,6th October,Fashion,Shirt,2,1085,1844.5,0.15,356.54,Card
ORD00233,2024-05-26,CUST1280,Customer_258,Cairo,Nasr City,Sports,Football,1,1134,1020.6,0.1,238.75,Online
ORD00234,2024-09-26,CUST5135,Customer_418,Upper Egypt,Assiut,Electronics,Phone,5,354,1681.5,0.05,248.83,Card
ORD00235,2024-12-22,CUST4700,Customer_154,Delta,Mansoura,Electronics,Headphones,4,990,3168.0,0.2,509.42,Online
ORD00236,2024-01-29,CUST1154,Customer_360,Cairo,Maadi,Electronics,Phone,4,826,2808.4,0.15,668.89,Cash
ORD00237,2025-04-15,CUST1697,Customer_118,Cairo,Heliopolis,Sports,Dumbbells,5,1807,9035.0,0.0,2924.61,Cash
ORD00238,2024-10-15,CUST1539,Customer_92,Alexandria,Gleem,Home,Blender,1,1451,1305.9,0.1,424.19,Card
ORD00239,2024-10-17,CUST7375,Customer_347,Cairo,Nasr City,Fashion,Watch,1,662,628.9,0.05,151.56,Online
ORD00240,2024-08-11,CUST4803,Customer_430,Delta,Mansoura,Fashion,Shirt,5,1576,7092.0,0.1,804.4,Cash
ORD00241,2024-08-18,CUST9038,Customer_117,Delta,Zagazig,Sports,Dumbbells,1,1348,1213.2,0.1,358.97,Card
ORD00242,2024-11-12,CUST5839,Customer_409,Alexandria,Gleem,Sports,Treadmill,5,1403,5962.75,0.15,724.02,Cash
ORD00243,2024-06-11,CUST6909,Customer_55,Cairo,Nasr City,Home,Microwave,4,1507,5726.6,0.05,1631.59,Cash
ORD00244,2024-08-08,CUST8353,Customer_286,Cairo,Heliopolis,Sports,Dumbbells,3,259,738.15,0.05,89.92,Online
ORD00245,2024-11-02,CUST6315,Customer_443,Alexandria,Gleem,Electronics,Phone,1,774,619.2,0.2,76.33,Card
ORD00246,2025-05-15,CUST4977,Customer_293,Cairo,Heliopolis,Sports,Bike,1,1534,1227.2,0.2,400.44,Online
ORD00247,2024-03-15,CUST2036,Customer_86,Giza,Sheikh Zayed,Sports,Treadmill,2,600,1080.0,0.1,180.47,Card
ORD00248,2025-01-04,CUST9123,Customer_305,Delta,Mansoura,Home,Chair,1,789,710.1,0.1,238.63,Online
ORD00249,2024-11-13,CUST7224,Customer_412,Giza,Dokki,Electronics,Laptop,3,63,160.65,0.15,29.41,Card
ORD00250,2024-04-12,CUST8848,Customer_161,Upper Egypt,Sohag,Sports,Treadmill,3,706,1694.4,0.2,570.71,Cash
ORD00251,2024-05-23,CUST7437,Customer_187,Upper Egypt,Sohag,Home,Chair,5,1651,7842.25,0.05,1423.15,Cash
ORD00252,2024-05-29,CUST2133,Customer_420,Alexandria,Smouha,Fashion,Shirt,4,1981,7527.8,0.05,1577.93,Card
ORD00253,2025-02-08,CUST7176,Customer_38,Upper Egypt,Assiut,Home,Microwave,3,1398,3984.3,0.05,1110.86,Card
ORD00254,2025-02-19,CUST9796,Customer_305,Alexandria,Gleem,Sports,Bike,5,125,562.5,0.1,154.92,Online
ORD00255,2024-11-26,CUST7547,Customer_496,Cairo,Nasr City,Fashion,Jacket,2,1375,2200.0,0.2,244.36,Card
ORD00256,2024-10-12,CUST4621,Customer_229,Upper Egypt,Assiut,Electronics,Phone,3,504,1209.6,0.2,346.81,Card
ORD00257,2025-04-16,CUST2406,Customer_60,Upper Egypt,Sohag,Fashion,Jacket,1,1038,1038.0,0.0,180.46,Online
ORD00258,2024-06-27,CUST8801,Customer_50,Giza,Dokki,Home,Vacuum,4,1656,6292.8,0.05,1449.1,Card
ORD00259,2024-06-24,CUST2791,Customer_347,Upper Egypt,Sohag,Electronics,Headphones,1,1709,1709.0,0.0,180.55,Cash
ORD00260,2024-04-28,CUST7636,Customer_323,Giza,Sheikh Zayed,Fashion,Shoes,3,1196,3049.8,0.15,1035.76,Cash
ORD00261,2024-08-18,CUST8037,Customer_200,Giza,Sheikh Zayed,Sports,Bike,1,1560,1248.0,0.2,400.33,Cash
ORD00262,2024-06-15,CUST4228,Customer_235,Giza,6th October,Home,Blender,5,258,1032.0,0.2,151.44,Cash
ORD00263,2024-02-28,CUST6700,Customer_181,Delta,Zagazig,Sports,Dumbbells,5,845,3380.0,0.2,669.7,Card
ORD00264,2024-02-29,CUST3999,Customer_192,Alexandria,Smouha,Home,Blender,2,691,1382.0,0.0,220.63,Online
ORD00265,2024-04-05,CUST8973,Customer_326,Giza,Sheikh Zayed,Sports,Bike,5,332,1328.0,0.2,260.19,Online
ORD00266,2024-08-18,CUST1878,Customer_444,Giza,Sheikh Zayed,Fashion,Watch,3,337,960.45,0.05,171.58,Card
ORD00267,2024-07-28,CUST9056,Customer_213,Cairo,Heliopolis,Fashion,Shoes,4,1200,3840.0,0.2,1010.95,Online
ORD00268,2024-05-20,CUST4683,Customer_276,Upper Egypt,Sohag,Fashion,Shirt,5,113,536.75,0.05,92.87,Card
ORD00269,2025-02-25,CUST7010,Customer_278,Giza,Dokki,Sports,Football,5,283,1273.5,0.1,374.13,Cash
ORD00270,2024-01-17,CUST8368,Customer_135,Upper Egypt,Luxor,Fashion,Watch,1,1557,1479.15,0.05,258.0,Card
ORD00271,2025-03-16,CUST8015,Customer_85,Cairo,Heliopolis,Electronics,Laptop,2,1710,2736.0,0.2,744.97,Online
ORD00272,2024-10-02,CUST3758,Customer_166,Giza,6th October,Fashion,Shirt,5,768,3072.0,0.2,523.07,Online
ORD00273,2024-05-21,CUST3078,Customer_360,Delta,Mansoura,Home,Blender,2,1586,2696.2,0.15,888.92,Cash
ORD00274,2024-05-17,CUST7786,Customer_193,Giza,6th October,Home,Microwave,4,1052,3997.6,0.05,976.84,Card
ORD00275,2025-03-25,CUST7046,Customer_233,Cairo,Maadi,Electronics,Tablet,5,1585,7132.5,0.1,1951.99,Card
ORD00276,2025-02-11,CUST9756,Customer_204,Delta,Zagazig,Electronics,Phone,4,1350,4860.0,0.1,1518.88,Cash
ORD00277,2024-10-22,CUST3139,Customer_290,Upper Egypt,Assiut,Sports,Dumbbells,3,1746,4714.2,0.1,869.48,Card
ORD00278,2025-04-20,CUST3588,Customer_226,Delta,Zagazig,Electronics,Phone,1,1332,1132.2,0.15,117.83,Card
ORD00279,2024-07-03,CUST5102,Customer_43,Cairo,Heliopolis,Fashion,Shoes,3,375,1012.5,0.1,124.88,Card
ORD00280,2024-01-01,CUST4496,Customer_245,Giza,6th October,Sports,Dumbbells,2,929,1858.0,0.0,512.67,Cash
ORD00281,2025-03-16,CUST7919,Customer_356,Giza,Sheikh Zayed,Fashion,Watch,1,66,59.4,0.1,18.07,Cash
ORD00282,2024-07-07,CUST5902,Customer_71,Upper Egypt,Assiut,Fashion,Watch,1,1546,1546.0,0.0,194.49,Card
ORD00283,2024-03-25,CUST8210,Customer_180,Giza,Sheikh Zayed,Fashion,Shirt,5,1203,6015.0,0.0,1519.27,Online
ORD00284,2024-02-14,CUST2646,Customer_72,Giza,Sheikh Zayed,Fashion,Watch,5,1456,6188.0,0.15,1949.16,Cash
ORD00285,2024-11-26,CUST2380,Customer_128,Alexandria,Montaza,Sports,Dumbbells,4,694,2637.2,0.05,427.09,Online
ORD00286,2024-04-06,CUST7418,Customer_152,Alexandria,Montaza,Home,Blender,3,470,1128.0,0.2,283.95,Online
ORD00287,2024-02-06,CUST9655,Customer_456,Cairo,Nasr City,Sports,Bike,1,543,461.55,0.15,119.78,Cash
ORD00288,2024-03-29,CUST8717,Customer_489,Delta,Mansoura,Fashion,Watch,5,911,4099.5,0.1,969.9,Cash
ORD00289,2025-04-30,CUST7520,Customer_260,Cairo,Maadi,Electronics,Phone,3,491,1473.0,0.0,487.04,Card
ORD00290,2024-03-19,CUST5546,Customer_43,Alexandria,Gleem,Sports,Bike,1,1361,1088.8,0.2,255.23,Card
ORD00291,2025-01-25,CUST2083,Customer_159,Cairo,Maadi,Fashion,Shoes,5,719,3055.75,0.15,753.58,Online
ORD00292,2024-11-09,CUST1901,Customer_159,Upper Egypt,Luxor,Fashion,Shirt,2,226,384.2,0.15,49.56,Online
ORD00293,2024-09-24,CUST9474,Customer_401,Giza,6th October,Electronics,Laptop,1,385,327.25,0.15,110.69,Online
ORD00294,2024-01-16,CUST6488,Customer_414,Delta,Tanta,Home,Microwave,3,1551,4653.0,0.0,1362.67,Card
ORD00295,2024-09-18,CUST6900,Customer_29,Delta,Zagazig,Electronics,Headphones,5,1335,6675.0,0.0,1495.45,Card
ORD00296,2024-12-11,CUST2889,Customer_117,Alexandria,Smouha,Home,Microwave,3,1633,4899.0,0.0,1585.16,Online
ORD00297,2025-04-16,CUST3458,Customer_92,Alexandria,Smouha,Electronics,Phone,2,144,244.8,0.15,46.76,Cash
ORD00298,2024-06-12,CUST5444,Customer_423,Alexandria,Montaza,Sports,Treadmill,3,558,1422.9,0.15,468.08,Cash
ORD00299,2025-05-03,CUST7568,Customer_36,Alexandria,Gleem,Electronics,Phone,2,507,811.2,0.2,280.15,Card
ORD00300,2024-05-29,CUST5979,Customer_379,Delta,Mansoura,Home,Blender,5,985,4925.0,0.0,946.73,Online
ORD00301,2024-05-05,CUST3466,Customer_4,Giza,Dokki,Home,Chair,2,1550,2480.0,0.2,719.5,Card
ORD00302,2025-01-07,CUST6038,Customer_54,Cairo,Nasr City,Home,Blender,3,52,132.6,0.15,41.4,Cash
ORD00303,2025-04-16,CUST4792,Customer_460,Alexandria,Smouha,Sports,Bike,1,341,306.9,0.1,37.83,Online
ORD00304,2024-11-22,CUST7461,Customer_39,Upper Egypt,Luxor,Home,Chair,1,1239,1239.0,0.0,280.46,Online
ORD00305,2025-04-19,CUST7438,Customer_359,Alexandria,Smouha,Sports,Treadmill,2,647,1164.6,0.1,364.2,Online
ORD00306,2025-01-29,CUST2785,Customer_80,Delta,Mansoura,Sports,Dumbbells,2,202,383.8,0.05,51.44,Cash
ORD00307,2025-01-29,CUST4401,Customer_232,Giza,Dokki,Sports,Dumbbells,4,297,950.4,0.2,180.17,Card
ORD00308,2024-12-22,CUST1660,Customer_111,Upper Egypt,Sohag,Electronics,Phone,2,1703,3065.4,0.1,939.84,Card
ORD00309,2024-05-13,CUST3848,Customer_16,Giza,6th October,Fashion,Jacket,4,1101,4404.0,0.0,1185.98,Card
ORD00310,2024-02-01,CUST4641,Customer_67,Upper Egypt,Luxor,Fashion,Shirt,4,258,980.4,0.05,127.81,Cash
ORD00311,2024-11-26,CUST8265,Customer_415,Upper Egypt,Sohag,Electronics,Headphones,1,94,94.0,0.0,14.05,Cash
ORD00312,2024-08-09,CUST7471,Customer_255,Cairo,Heliopolis,Electronics,Phone,4,153,581.4,0.05,192.46,Cash
ORD00313,2024-08-16,CUST3435,Customer_18,Upper Egypt,Luxor,Sports,Treadmill,3,489,1393.65,0.05,235.17,Online
ORD00314,2024-02-14,CUST5583,Customer_197,Alexandria,Montaza,Fashion,Jacket,4,893,2857.6,0.2,627.98,Cash
ORD00315,2025-02-04,CUST8940,Customer_177,Upper Egypt,Assiut,Fashion,Shirt,4,1651,5943.6,0.1,1307.12,Online
ORD00316,2024-01-16,CUST5602,Customer_30,Alexandria,Gleem,Sports,Dumbbells,2,103,185.4,0.1,46.22,Card
ORD00317,2025-02-21,CUST1916,Customer_392,Alexandria,Gleem,Fashion,Shoes,1,557,529.15,0.05,88.17,Cash
ORD00318,2025-01-12,CUST6878,Customer_468,Alexandria,Gleem,Home,Microwave,2,534,854.4,0.2,153.37,Online
ORD00319,2025-02-18,CUST9064,Customer_278,Cairo,Maadi,Home,Microwave,5,1992,9462.0,0.05,2925.41,Card
ORD00320,2024-09-26,CUST8831,Customer_1,Giza,Dokki,Electronics,Phone,1,526,420.8,0.2,65.1,Card
ORD00321,2024-03-16,CUST3320,Customer_397,Alexandria,Smouha,Fashion,Jacket,2,1931,3475.8,0.1,399.33,Cash
ORD00322,2024-06-14,CUST3235,Customer_500,Alexandria,Gleem,Electronics,Headphones,4,1250,5000.0,0.0,920.7,Cash
ORD00323,2025-04-20,CUST6846,Customer_115,Upper Egypt,Luxor,Sports,Dumbbells,2,1498,2396.8,0.2,655.26,Online
ORD00324,2025-04-30,CUST7415,Customer_436,Alexandria,Smouha,Sports,Dumbbells,3,310,883.5,0.05,249.33,Online
ORD00325,2025-01-16,CUST2274,Customer_122,Cairo,Nasr City,Home,Microwave,5,263,1117.75,0.15,151.08,Card
ORD00326,2024-12-20,CUST2110,Customer_180,Delta,Tanta,Electronics,Headphones,4,73,262.8,0.1,40.06,Card
ORD00327,2025-03-28,CUST7783,Customer_253,Cairo,Maadi,Electronics,Phone,4,947,3219.8,0.15,1102.06,Card
ORD00328,2024-12-17,CUST4695,Customer_84,Delta,Zagazig,Sports,Football,4,1665,5328.0,0.2,1399.89,Card
ORD00329,2024-03-28,CUST7151,Customer_83,Cairo,Nasr City,Home,Blender,3,584,1752.0,0.0,207.7,Online
ORD00330,2024-08-08,CUST3703,Customer_311,Cairo,Maadi,Electronics,Headphones,5,1306,5550.5,0.15,1532.64,Card
ORD00331,2025-01-04,CUST9849,Customer_136,Giza,6th October,Electronics,Headphones,2,439,746.3,0.15,204.71,Online
ORD00332,2024-09-08,CUST3516,Customer_28,Delta,Mansoura,Fashion,Shirt,1,854,683.2,0.2,162.2,Card
ORD00333,2024-04-15,CUST3798,Customer_327,Cairo,Heliopolis,Electronics,Headphones,5,1033,4906.75,0.05,609.65,Card
ORD00334,2024-05-15,CUST2493,Customer_329,Cairo,Heliopolis,Electronics,Headphones,4,1014,3447.6,0.15,1116.05,Online
ORD00335,2024-08-13,CUST8619,Customer_135,Upper Egypt,Assiut,Home,Chair,3,432,1101.6,0.15,122.45,Cash
ORD00336,2024-07-30,CUST4727,Customer_284,Delta,Zagazig,Electronics,Laptop,1,225,202.5,0.1,61.16,Cash
ORD00337,2024-02-10,CUST7468,Customer_463,Upper Egypt,Luxor,Sports,Bike,5,1855,8811.25,0.05,1930.24,Online
ORD00338,2025-02-17,CUST4157,Customer_65,Cairo,Maadi,Fashion,Shirt,4,404,1535.2,0.05,526.64,Cash
ORD00339,2025-04-11,CUST2097,Customer_45,Upper Egypt,Assiut,Sports,Treadmill,2,1758,2812.8,0.2,462.63,Card
ORD00340,2024-11-15,CUST9561,Customer_401,Alexandria,Gleem,Home,Vacuum,5,988,4940.0,0.0,1465.39,Card
ORD00341,2025-04-26,CUST2641,Customer_474,Cairo,Heliopolis,Fashion,Shoes,5,1254,5016.0,0.2,1452.61,Cash
ORD00342,2024-10-19,CUST8750,Customer_20,Alexandria,Smouha,Home,Vacuum,4,590,2006.0,0.15,528.98,Cash
ORD00343,2024-01-26,CUST8785,Customer_472,Delta,Mansoura,Fashion,Watch,1,860,774.0,0.1,211.01,Card
ORD00344,2024-12-16,CUST2609,Customer_498,Delta,Tanta,Home,Vacuum,3,624,1591.2,0.15,500.53,Cash
ORD00345,2024-02-15,CUST4079,Customer_227,Giza,Dokki,Sports,Dumbbells,3,1542,3932.1,0.15,987.92,Cash
ORD00346,2024-12-29,CUST9303,Customer_207,Upper Egypt,Luxor,Sports,Dumbbells,1,1105,1049.75,0.05,122.2,Cash
ORD00347,2024-05-07,CUST1541,Customer_234,Alexandria,Montaza,Electronics,Laptop,2,1842,3499.8,0.05,1082.29,Cash
ORD00348,2024-11-21,CUST3029,Customer_349,Delta,Zagazig,Fashion,Jacket,3,1736,4426.8,0.15,1001.7,Cash
ORD00349,2024-06-28,CUST6640,Customer_84,Giza,Dokki,Sports,Bike,2,1832,3114.4,0.15,768.38,Card
ORD00350,2024-04-19,CUST4626,Customer_332,Cairo,Heliopolis,Electronics,Tablet,1,383,306.4,0.2,90.37,Cash
ORD00351,2024-11-03,CUST1138,Customer_115,Giza,Dokki,Sports,Football,1,1020,969.0,0.05,253.73,Card
ORD00352,2024-04-21,CUST8646,Customer_155,Alexandria,Gleem,Home,Chair,4,1794,6458.4,0.1,1386.94,Online
ORD00353,2024-10-31,CUST5631,Customer_153,Alexandria,Montaza,Sports,Football,1,1097,987.3,0.1,237.31,Online
ORD00354,2024-05-13,CUST5895,Customer_97,Cairo,Heliopolis,Electronics,Headphones,3,1361,3674.7,0.1,1158.9,Cash
ORD00355,2024-12-01,CUST9148,Customer_152,Alexandria,Smouha,Electronics,Tablet,3,1444,4115.4,0.05,1153.63,Card
ORD00356,2024-06-24,CUST4643,Customer_352,Upper Egypt,Sohag,Sports,Football,5,1500,6000.0,0.2,1824.02,Online
ORD00357,2024-02-19,CUST8713,Customer_66,Upper Egypt,Luxor,Home,Vacuum,2,1771,2833.6,0.2,411.68,Online
ORD00358,2025-03-22,CUST6031,Customer_216,Delta,Zagazig,Fashion,Jacket,1,505,454.5,0.1,70.83,Card
ORD00359,2024-10-25,CUST2166,Customer_242,Delta,Mansoura,Home,Chair,1,1013,1013.0,0.0,320.71,Cash
ORD00360,2024-04-12,CUST6614,Customer_210,Alexandria,Smouha,Sports,Dumbbells,4,160,608.0,0.05,81.68,Online
ORD00361,2024-03-31,CUST6134,Customer_325,Upper Egypt,Assiut,Home,Microwave,1,1048,943.2,0.1,243.12,Cash
ORD00362,2025-01-25,CUST2442,Customer_67,Cairo,Heliopolis,Home,Microwave,2,1230,2337.0,0.05,519.74,Online
ORD00363,2024-09-30,CUST4267,Customer_375,Upper Egypt,Luxor,Sports,Bike,4,1027,3491.8,0.15,353.26,Card
ORD00364,2025-03-25,CUST6641,Customer_160,Cairo,Heliopolis,Fashion,Shirt,1,1333,1266.35,0.05,198.27,Cash
ORD00365,2024-05-28,CUST8469,Customer_373,Cairo,Heliopolis,Home,Microwave,1,1737,1737.0,0.0,303.19,Online
ORD00366,2024-04-06,CUST3701,Customer_486,Alexandria,Montaza,Home,Chair,2,751,1276.7,0.15,242.33,Card
ORD00367,2024-03-27,CUST3017,Customer_188,Cairo,Nasr City,Fashion,Shoes,2,1553,3106.0,0.0,768.5,Online
ORD00368,2024-01-11,CUST1790,Customer_354,Cairo,Heliopolis,Home,Blender,5,148,740.0,0.0,194.91,Cash
ORD00369,2024-04-15,CUST1152,Customer_155,Upper Egypt,Sohag,Sports,Football,5,567,2409.75,0.15,663.81,Card
ORD00370,2024-11-12,CUST2928,Customer_145,Cairo,Maadi,Home,Microwave,4,1751,7004.0,0.0,1596.18,Cash
ORD00371,2024-07-02,CUST7713,Customer_152,Cairo,Heliopolis,Fashion,Shoes,3,1752,4204.8,0.2,1443.42,Cash
ORD00372,2024-12-09,CUST2458,Customer_465,Cairo,Maadi,Sports,Treadmill,4,727,2762.6,0.05,278.15,Cash
ORD00373,2025-01-05,CUST2659,Customer_464,Alexandria,Montaza,Sports,Treadmill,1,1646,1316.8,0.2,156.39,Card
ORD00374,2025-03-23,CUST1646,Customer_437,Giza,Dokki,Home,Vacuum,4,152,608.0,0.0,184.4,Card
ORD00375,2024-03-11,CUST3793,Customer_169,Delta,Zagazig,Home,Chair,1,244,244.0,0.0,24.99,Card
ORD00376,2024-07-24,CUST7557,Customer_493,Upper Egypt,Luxor,Home,Blender,3,1719,4641.3,0.1,676.32,Card
ORD00377,2024-01-31,CUST3611,Customer_54,Delta,Mansoura,Sports,Bike,2,281,533.9,0.05,146.31,Card
ORD00378,2025-03-17,CUST3140,Customer_248,Alexandria,Gleem,Sports,Treadmill,5,827,3721.5,0.1,940.94,Card
ORD00379,2025-03-20,CUST9598,Customer_393,Cairo,Heliopolis,Sports,Football,1,585,526.5,0.1,54.28,Online
ORD00380,2024-12-04,CUST5072,Customer_247,Alexandria,Montaza,Fashion,Jacket,5,1121,4484.0,0.2,555.17,Card
ORD00381,2025-03-21,CUST3709,Customer_39,Upper Egypt,Assiut,Electronics,Phone,2,1085,1844.5,0.15,577.27,Card
ORD00382,2024-07-12,CUST7607,Customer_419,Delta,Tanta,Home,Vacuum,1,1088,1033.6,0.05,245.61,Cash
ORD00383,2024-03-01,CUST9148,Customer_382,Cairo,Heliopolis,Sports,Bike,1,1804,1533.4,0.15,324.72,Online
ORD00384,2024-02-16,CUST5990,Customer_456,Cairo,Nasr City,Sports,Bike,1,1191,952.8,0.2,95.32,Online
ORD00385,2025-03-08,CUST8445,Customer_170,Alexandria,Smouha,Sports,Dumbbells,3,1740,5220.0,0.0,1587.65,Online
ORD00386,2024-04-23,CUST1035,Customer_175,Alexandria,Montaza,Sports,Dumbbells,4,283,1132.0,0.0,328.09,Card
ORD00387,2025-02-24,CUST7704,Customer_55,Delta,Zagazig,Home,Blender,1,1886,1791.7,0.05,399.74,Card
ORD00388,2024-04-07,CUST6536,Customer_56,Alexandria,Smouha,Fashion,Shirt,4,491,1669.4,0.15,511.07,Card
ORD00389,2024-03-09,CUST9172,Customer_3,Cairo,Maadi,Electronics,Tablet,4,1398,4473.6,0.2,1516.76,Online
ORD00390,2024-03-29,CUST3103,Customer_54,Cairo,Maadi,Sports,Bike,5,1649,7832.75,0.05,2137.98,Card
ORD00391,2025-05-08,CUST6617,Customer_497,Alexandria,Montaza,Home,Chair,4,1297,4928.6,0.05,829.97,Card
ORD00392,2024-12-25,CUST9975,Customer_441,Upper Egypt,Assiut,Fashion,Watch,5,1483,5932.0,0.2,1036.49,Card
ORD00393,2025-04-16,CUST3173,Customer_364,Alexandria,Montaza,Fashion,Shoes,2,1328,2390.4,0.1,649.36,Online
ORD00394,2025-04-27,CUST7839,Customer_346,Giza,Sheikh Zayed,Home,Blender,3,1201,3062.55,0.15,752.47,Online
ORD00395,2024-01-28,CUST1927,Customer_103,Alexandria,Gleem,Sports,Football,5,268,1340.0,0.0,261.59,Card
ORD00396,2024-10-04,CUST1529,Customer_184,Giza,Dokki,Home,Microwave,1,1464,1317.6,0.1,198.96,Card
ORD00397,2024-01-25,CUST7251,Customer_199,Cairo,Maadi,Fashion,Watch,2,1096,1972.8,0.1,539.04,Card
ORD00398,2025-03-16,CUST8259,Customer_425,Delta,Zagazig,Electronics,Phone,3,465,1116.0,0.2,354.01,Cash
ORD00399,2024-02-08,CUST4063,Customer_493,Delta,Zagazig,Fashion,Shoes,3,969,2761.65,0.05,955.15,Cash
ORD00400,2024-03-23,CUST5178,Customer_3,Alexandria,Smouha,Sports,Football,4,621,1987.2,0.2,329.99,Card
ORD00401,2025-01-31,CUST5934,Customer_252,Upper Egypt,Luxor,Fashion,Shirt,2,1951,3511.8,0.1,875.21,Online
ORD00402,2025-02-06,CUST9276,Customer_82,Alexandria,Gleem,Electronics,Headphones,5,500,2375.0,0.05,546.61,Card
ORD00403,2024-06-18,CUST6911,Customer_151,Alexandria,Montaza,Sports,Football,3,503,1433.55,0.05,381.09,Cash
ORD00404,2025-04-08,CUST4994,Customer_491,Alexandria,Montaza,Sports,Football,1,1419,1277.1,0.1,270.0,Cash
ORD00405,2024-09-21,CUST7143,Customer_264,Delta,Mansoura,Electronics,Tablet,3,1156,3121.2,0.1,331.4,Online
ORD00406,2024-02-19,CUST3742,Customer_498,Upper Egypt,Sohag,Electronics,Headphones,2,706,1129.6,0.2,136.21,Online
ORD00407,2024-04-15,CUST9810,Customer_425,Alexandria,Smouha,Electronics,Laptop,2,1821,3095.7,0.15,956.31,Online
ORD00408,2024-02-07,CUST1889,Customer_92,Upper Egypt,Luxor,Electronics,Laptop,1,990,891.0,0.1,97.54,Card
ORD00409,2024-08-09,CUST6183,Customer_9,Alexandria,Smouha,Fashion,Jacket,4,844,2869.6,0.15,739.08,Card
ORD00410,2024-09-14,CUST2738,Customer_149,Cairo,Maadi,Electronics,Phone,5,143,715.0,0.0,135.44,Online
ORD00411,2024-01-16,CUST8765,Customer_81,Delta,Zagazig,Electronics,Headphones,4,831,2825.4,0.15,863.25,Online
ORD00412,2024-01-06,CUST3316,Customer_64,Giza,6th October,Sports,Dumbbells,2,660,1188.0,0.1,403.15,Cash
ORD00413,2025-04-08,CUST9397,Customer_73,Cairo,Maadi,Sports,Football,3,480,1296.0,0.1,198.2,Cash
ORD00414,2025-03-11,CUST9992,Customer_237,Giza,6th October,Home,Microwave,1,421,336.8,0.2,105.44,Online
ORD00415,2024-09-06,CUST6420,Customer_183,Alexandria,Smouha,Home,Blender,3,251,715.35,0.05,201.3,Cash
ORD00416,2024-11-11,CUST6008,Customer_356,Giza,6th October,Home,Blender,2,700,1190.0,0.15,253.07,Online
ORD00417,2025-02-06,CUST4629,Customer_365,Giza,Sheikh Zayed,Home,Vacuum,4,395,1580.0,0.0,281.72,Online
ORD00418,2024-07-02,CUST6004,Customer_250,Upper Egypt,Sohag,Home,Microwave,3,1847,4709.85,0.15,1015.97,Online
ORD00419,2025-01-10,CUST2252,Customer_373,Cairo,Nasr City,Electronics,Headphones,2,1875,3000.0,0.2,447.32,Cash
ORD00420,2024-10-05,CUST9842,Customer_242,Cairo,Maadi,Electronics,Tablet,5,485,2425.0,0.0,576.9,Online
ORD00421,2024-09-13,CUST9362,Customer_47,Giza,Dokki,Sports,Treadmill,5,1551,6979.5,0.1,931.56,Card
